,Unnamed: 0.1, Temperatura (C), Humedad (%),Fecha,Hora
258,258,28.8,53.4,1/1/2021,1/1/2021
259,259,28.7,53.0,1/1/2021,1/1/2021
260,260,28.6,53.7,1/1/2021,1/1/2021
261,261,28.6,53.7,1/1/2021,1/1/2021
262,262,28.5,54.2,1/1/2021,1/1/2021
263,263,28.5,54.4,1/1/2021,1/1/2021
264,264,28.5,54.9,1/1/2021,1/1/2021
265,265,28.5,54.6,1/1/2021,1/1/2021
266,266,28.5,54.2,1/1/2021,1/1/2021
267,267,28.5,54.2,1/1/2021,1/1/2021
268,268,28.5,53.7,1/1/2021,1/1/2021
269,269,28.4,54.4,1/1/2021,1/1/2021
270,270,28.3,54.2,1/1/2021,1/1/2021
271,271,28.2,54.5,1/1/2021,1/1/2021
272,272,28.1,54.4,1/1/2021,1/1/2021
273,273,28.1,54.4,1/1/2021,1/1/2021
274,274,28.0,54.3,1/1/2021,1/1/2021
275,275,28.0,54.9,1/1/2021,1/1/2021
276,276,28.1,55.6,1/1/2021,1/1/2021
277,277,28.2,55.8,1/1/2021,1/1/2021
278,278,28.3,56.0,1/1/2021,1/1/2021
279,279,28.4,56.1,1/1/2021,1/1/2021
280,280,28.5,56.0,1/1/2021,1/1/2021
281,281,28.6,57.1,1/1/2021,1/1/2021
282,282,28.6,57.1,1/1/2021,1/1/2021
283,283,28.7,56.9,1/1/2021,1/1/2021
284,284,28.7,57.7,1/1/2021,1/1/2021
285,285,28.8,57.2,1/1/2021,1/1/2021
286,286,28.9,57.0,1/1/2021,1/1/2021
287,287,28.9,55.9,1/1/2021,1/1/2021
288,288,29.0,56.3,1/1/2021,1/1/2021
289,289,29.1,55.8,1/1/2021,1/1/2021
290,290,29.1,55.4,1/1/2021,1/1/2021
291,291,29.2,55.7,1/1/2021,1/1/2021
292,292,29.2,56.0,1/1/2021,1/1/2021
293,293,29.3,55.1,1/1/2021,1/1/2021
294,294,29.2,54.4,1/1/2021,1/1/2021
295,295,29.2,54.0,1/1/2021,1/1/2021
296,296,29.2,53.9,1/1/2021,1/1/2021
297,297,29.2,53.6,1/1/2021,1/1/2021
298,298,29.1,54.0,1/1/2021,1/1/2021
299,299,29.1,54.8,1/1/2021,1/1/2021
300,300,29.1,54.7,1/1/2021,1/1/2021
301,301,29.0,54.2,1/1/2021,1/1/2021
302,302,29.0,54.4,1/1/2021,1/1/2021
303,303,29.0,54.3,1/1/2021,1/1/2021
304,304,29.1,54.7,1/1/2021,1/1/2021
305,305,29.1,55.0,1/1/2021,1/1/2021
306,306,29.0,54.1,1/1/2021,1/1/2021
307,307,29.1,54.9,1/1/2021,1/1/2021
