, Temperatura (C), Humedad (%),Fecha,Hora
1948,31.1,41.7,14/10/2022,15:19
1949,31.1,41.4,14/10/2022,15:19
1950,31.1,41.4,14/10/2022,15:19
1951,31.0,41.2,14/10/2022,15:19
1952,30.9,41.3,14/10/2022,15:19
1953,30.9,41.4,14/10/2022,15:19
1954,30.9,41.8,14/10/2022,15:19
1955,30.8,41.6,14/10/2022,15:19
1956,30.8,41.7,14/10/2022,15:19
1957,30.7,41.7,14/10/2022,15:20
1958,30.7,41.7,14/10/2022,15:20
1959,30.6,41.8,14/10/2022,15:20
1960,30.7,42.3,14/10/2022,15:20
1961,30.7,42.4,14/10/2022,15:20
1962,30.7,42.1,14/10/2022,15:20
1963,30.7,42.1,14/10/2022,15:20
1964,30.8,42.4,14/10/2022,15:20
1965,30.8,42.4,14/10/2022,15:20
1966,30.8,42.6,14/10/2022,15:20
1967,30.9,42.6,14/10/2022,15:21
1968,30.9,42.4,14/10/2022,15:21
1969,31.0,42.4,14/10/2022,15:21
1970,30.9,42.4,14/10/2022,15:21
1971,30.9,42.3,14/10/2022,15:21
1972,30.9,42.0,14/10/2022,15:21
1973,30.9,42.0,14/10/2022,15:21
1974,30.9,42.4,14/10/2022,15:21
1975,30.9,42.2,14/10/2022,15:21
1976,30.9,42.2,14/10/2022,15:21
1977,31.0,42.0,14/10/2022,15:22
1978,31.0,41.9,14/10/2022,15:22
1979,31.0,42.0,14/10/2022,15:22
1980,31.0,42.5,14/10/2022,15:22
1981,31.0,42.4,14/10/2022,15:22
1982,31.0,42.3,14/10/2022,15:22
1983,31.1,42.3,14/10/2022,15:22
1984,31.3,42.7,14/10/2022,15:22
1985,31.3,42.7,14/10/2022,15:22
1986,31.3,43.0,14/10/2022,15:22
1987,31.4,43.0,14/10/2022,15:23
1988,31.5,43.2,14/10/2022,15:23
1989,31.6,41.6,14/10/2022,15:23
1990,31.6,40.9,14/10/2022,15:23
1991,31.5,40.7,14/10/2022,15:23
1992,31.4,40.7,14/10/2022,15:23
1993,31.4,41.2,14/10/2022,15:23
1994,31.4,41.3,14/10/2022,15:23
1995,31.5,41.8,14/10/2022,15:23
1996,31.5,41.7,14/10/2022,15:23
1997,31.6,41.2,14/10/2022,15:24
1998,31.6,41.4,14/10/2022,15:24
1999,31.6,41.6,14/10/2022,15:24
2000,31.7,41.3,14/10/2022,15:24
2001,31.6,40.9,14/10/2022,15:24
2002,31.4,40.6,14/10/2022,15:24
2003,31.2,40.3,14/10/2022,15:24
2004,31.1,40.6,14/10/2022,15:24
2005,31.0,40.8,14/10/2022,15:24
2006,31.0,41.1,14/10/2022,15:24
2007,30.9,41.0,14/10/2022,15:25
2008,30.9,41.5,14/10/2022,15:25
2009,30.9,41.5,14/10/2022,15:25
2010,30.9,41.6,14/10/2022,15:25
2011,31.0,41.9,14/10/2022,15:25
2012,31.0,41.9,14/10/2022,15:25
2013,31.0,41.9,14/10/2022,15:25
2014,31.0,41.6,14/10/2022,15:25
2015,30.8,41.2,14/10/2022,15:25
2016,30.6,41.0,14/10/2022,15:25
2017,30.5,41.4,14/10/2022,15:26
2018,30.6,41.6,14/10/2022,15:26
2019,30.6,41.7,14/10/2022,15:26
2020,30.6,41.8,14/10/2022,15:26
2021,30.7,41.9,14/10/2022,15:26
2022,30.7,42.0,14/10/2022,15:26
2023,30.7,41.8,14/10/2022,15:26
2024,30.8,41.9,14/10/2022,15:26
2025,30.7,41.7,14/10/2022,15:26
2026,30.7,41.7,14/10/2022,15:26
2027,30.7,42.3,14/10/2022,15:27
2028,30.7,41.9,14/10/2022,15:27
2029,30.7,41.9,14/10/2022,15:27
2030,30.8,41.9,14/10/2022,15:27
2031,30.8,42.0,14/10/2022,15:27
2032,30.7,41.7,14/10/2022,15:27
2033,30.7,41.8,14/10/2022,15:27
2034,30.7,41.9,14/10/2022,15:27
2035,30.6,41.4,14/10/2022,15:27
2036,30.6,41.5,14/10/2022,15:27
2037,30.6,41.7,14/10/2022,15:28
2038,30.6,41.8,14/10/2022,15:28
2039,30.6,42.0,14/10/2022,15:28
2040,30.6,42.5,14/10/2022,15:28
2041,30.7,42.6,14/10/2022,15:28
2042,30.7,42.3,14/10/2022,15:28
2043,30.8,42.5,14/10/2022,15:28
2044,30.8,42.2,14/10/2022,15:28
2045,30.8,42.3,14/10/2022,15:28
2046,30.9,42.6,14/10/2022,15:28
2047,31.0,42.8,14/10/2022,15:29
2048,31.0,42.1,14/10/2022,15:29
2049,30.9,42.1,14/10/2022,15:29
2050,30.9,42.1,14/10/2022,15:29
2051,30.9,42.0,14/10/2022,15:29
2052,30.9,42.0,14/10/2022,15:29
2053,30.9,41.7,14/10/2022,15:29
2054,30.9,42.2,14/10/2022,15:29
2055,30.9,42.0,14/10/2022,15:29
2056,30.9,41.7,14/10/2022,15:29
2057,30.9,41.6,14/10/2022,15:30
2058,30.9,41.8,14/10/2022,15:30
2059,30.8,41.5,14/10/2022,15:30
2060,30.9,41.8,14/10/2022,15:30
2061,30.9,42.2,14/10/2022,15:30
2062,31.0,41.9,14/10/2022,15:30
2063,31.0,42.4,14/10/2022,15:30
2064,31.0,41.9,14/10/2022,15:30
2065,31.1,42.2,14/10/2022,15:30
2066,31.1,41.8,14/10/2022,15:30
2067,31.1,41.7,14/10/2022,15:31
2068,31.1,41.9,14/10/2022,15:31
2069,31.2,41.8,14/10/2022,15:31
2070,31.2,41.5,14/10/2022,15:31
2071,31.4,41.5,14/10/2022,15:31
2072,31.3,41.3,14/10/2022,15:31
2073,31.2,41.3,14/10/2022,15:31
2074,31.2,41.4,14/10/2022,15:31
2075,31.2,41.2,14/10/2022,15:31
2076,31.3,41.7,14/10/2022,15:31
2077,31.3,42.4,14/10/2022,15:32
2078,31.4,42.9,14/10/2022,15:32
2079,31.3,41.5,14/10/2022,15:32
2080,31.2,41.3,14/10/2022,15:32
2081,31.2,41.4,14/10/2022,15:32
2082,31.0,41.2,14/10/2022,15:32
2083,30.9,41.4,14/10/2022,15:32
2084,30.8,41.6,14/10/2022,15:32
2085,30.8,41.8,14/10/2022,15:32
2086,30.7,41.9,14/10/2022,15:32
2087,30.6,42.1,14/10/2022,15:33
2088,30.7,42.6,14/10/2022,15:33
2089,30.7,42.4,14/10/2022,15:33
2090,30.7,42.5,14/10/2022,15:33
2091,30.8,42.6,14/10/2022,15:33
2092,30.9,43.2,14/10/2022,15:33
2093,31.0,43.0,14/10/2022,15:33
2094,31.0,42.4,14/10/2022,15:33
2095,31.0,42.3,14/10/2022,15:33
2096,31.0,41.8,14/10/2022,15:33
2097,31.1,41.8,14/10/2022,15:34
2098,31.0,41.8,14/10/2022,15:34
2099,31.2,42.1,14/10/2022,15:34
2100,31.2,41.6,14/10/2022,15:34
2101,31.1,41.3,14/10/2022,15:34
2102,31.2,41.4,14/10/2022,15:34
2103,31.1,41.4,14/10/2022,15:34
2104,31.0,41.5,14/10/2022,15:34
2105,31.0,41.5,14/10/2022,15:34
2106,31.1,41.9,14/10/2022,15:34
2107,31.1,42.1,14/10/2022,15:35
2108,31.2,41.8,14/10/2022,15:35
2109,31.2,42.1,14/10/2022,15:35
2110,31.0,41.5,14/10/2022,15:35
2111,31.1,41.6,14/10/2022,15:35
2112,30.9,41.5,14/10/2022,15:35
2113,30.8,41.6,14/10/2022,15:35
2114,30.7,41.9,14/10/2022,15:35
2115,30.8,42.2,14/10/2022,15:35
2116,30.8,42.1,14/10/2022,15:35
2117,30.9,42.4,14/10/2022,15:36
2118,31.0,42.3,14/10/2022,15:36
2119,31.0,42.3,14/10/2022,15:36
2120,31.0,42.1,14/10/2022,15:36
2121,31.1,42.3,14/10/2022,15:36
2122,31.1,41.7,14/10/2022,15:36
2123,31.0,41.9,14/10/2022,15:36
2124,30.9,41.3,14/10/2022,15:36
2125,30.9,41.5,14/10/2022,15:36
2126,30.9,41.7,14/10/2022,15:36
2127,30.8,41.5,14/10/2022,15:37
2128,30.8,41.3,14/10/2022,15:37
2129,30.9,41.7,14/10/2022,15:37
2130,30.9,41.7,14/10/2022,15:37
2131,30.8,41.2,14/10/2022,15:37
2132,30.9,41.5,14/10/2022,15:37
2133,30.9,41.8,14/10/2022,15:37
2134,31.0,41.7,14/10/2022,15:37
2135,31.0,41.4,14/10/2022,15:37
2136,31.0,41.0,14/10/2022,15:37
2137,31.0,41.1,14/10/2022,15:38
2138,31.0,40.9,14/10/2022,15:38
2139,31.0,40.9,14/10/2022,15:38
2140,31.0,41.1,14/10/2022,15:38
2141,31.0,41.3,14/10/2022,15:38
2142,30.9,41.4,14/10/2022,15:38
2143,30.9,41.2,14/10/2022,15:38
2144,30.9,41.2,14/10/2022,15:38
2145,31.0,41.3,14/10/2022,15:38
2146,31.0,41.8,14/10/2022,15:38
2147,30.9,41.4,14/10/2022,15:39
2148,30.9,41.0,14/10/2022,15:39
2149,31.0,41.3,14/10/2022,15:39
2150,31.0,41.5,14/10/2022,15:39
2151,31.1,41.3,14/10/2022,15:39
2152,31.1,41.3,14/10/2022,15:39
2153,31.1,41.1,14/10/2022,15:39
2154,30.9,40.9,14/10/2022,15:39
2155,31.0,41.1,14/10/2022,15:39
2156,31.0,41.4,14/10/2022,15:39
2157,31.0,41.4,14/10/2022,15:40
2158,31.0,41.5,14/10/2022,15:40
2159,30.9,41.3,14/10/2022,15:40
2160,30.9,41.6,14/10/2022,15:40
2161,31.0,41.6,14/10/2022,15:40
2162,30.9,41.5,14/10/2022,15:40
2163,31.0,42.0,14/10/2022,15:40
2164,31.0,42.6,14/10/2022,15:40
2165,31.1,42.0,14/10/2022,15:40
2166,31.1,42.6,14/10/2022,15:40
2167,31.2,41.8,14/10/2022,15:41
2168,31.2,41.6,14/10/2022,15:41
2169,31.2,41.9,14/10/2022,15:41
2170,31.2,41.8,14/10/2022,15:41
2171,31.3,42.1,14/10/2022,15:41
2172,31.3,42.8,14/10/2022,15:41
2173,31.3,42.0,14/10/2022,15:41
2174,31.3,42.0,14/10/2022,15:41
2175,31.3,42.0,14/10/2022,15:41
2176,31.3,41.7,14/10/2022,15:41
2177,31.3,41.7,14/10/2022,15:42
2178,31.3,42.0,14/10/2022,15:42
2179,31.3,42.1,14/10/2022,15:42
2180,31.2,42.0,14/10/2022,15:42
2181,31.1,41.8,14/10/2022,15:42
2182,31.1,42.2,14/10/2022,15:42
2183,31.1,42.2,14/10/2022,15:42
2184,31.2,42.4,14/10/2022,15:42
2185,31.2,42.2,14/10/2022,15:42
2186,31.3,42.3,14/10/2022,15:42
2187,31.4,42.4,14/10/2022,15:43
2188,31.3,41.9,14/10/2022,15:43
2189,31.4,42.2,14/10/2022,15:43
2190,31.5,42.0,14/10/2022,15:43
2191,31.5,42.1,14/10/2022,15:43
2192,31.2,41.6,14/10/2022,15:43
2193,31.0,41.5,14/10/2022,15:43
2194,31.0,41.9,14/10/2022,15:43
2195,30.9,42.0,14/10/2022,15:43
2196,30.7,42.2,14/10/2022,15:43
2197,30.6,42.3,14/10/2022,15:44
2198,30.6,42.5,14/10/2022,15:44
2199,30.6,42.5,14/10/2022,15:44
2200,30.5,42.9,14/10/2022,15:44
2201,30.5,42.7,14/10/2022,15:44
2202,30.5,42.9,14/10/2022,15:44
2203,30.5,43.0,14/10/2022,15:44
2204,30.6,43.4,14/10/2022,15:44
2205,30.7,43.6,14/10/2022,15:44
2206,30.7,43.7,14/10/2022,15:44
2207,30.8,43.6,14/10/2022,15:45
2208,30.7,43.5,14/10/2022,15:45
2209,30.7,42.8,14/10/2022,15:45
2210,30.7,42.8,14/10/2022,15:45
2211,30.7,42.7,14/10/2022,15:45
2212,30.7,43.0,14/10/2022,15:45
2213,30.8,43.0,14/10/2022,15:45
2214,30.9,43.6,14/10/2022,15:45
2215,30.8,42.8,14/10/2022,15:45
2216,30.7,42.5,14/10/2022,15:45
2217,30.6,42.3,14/10/2022,15:46
2218,30.6,42.6,14/10/2022,15:46
2219,30.6,42.6,14/10/2022,15:46
2220,30.5,42.5,14/10/2022,15:46
2221,30.5,42.6,14/10/2022,15:46
2222,30.4,42.8,14/10/2022,15:46
2223,30.4,43.3,14/10/2022,15:46
2224,30.4,43.3,14/10/2022,15:46
2225,30.4,43.1,14/10/2022,15:46
2226,30.3,42.9,14/10/2022,15:46
2227,30.3,43.0,14/10/2022,15:47
2228,30.2,42.8,14/10/2022,15:47
2229,30.2,43.0,14/10/2022,15:47
2230,30.2,43.1,14/10/2022,15:47
2231,30.3,43.2,14/10/2022,15:47
2232,30.3,43.5,14/10/2022,15:47
2233,30.3,43.3,14/10/2022,15:47
2234,30.4,44.0,14/10/2022,15:47
2235,30.5,43.9,14/10/2022,15:47
2236,30.5,44.1,14/10/2022,15:47
2237,30.6,44.5,14/10/2022,15:48
2238,30.6,43.6,14/10/2022,15:48
2239,30.6,43.5,14/10/2022,15:48
2240,30.6,43.4,14/10/2022,15:48
2241,30.7,43.7,14/10/2022,15:48
2242,30.7,43.4,14/10/2022,15:48
2243,30.9,43.5,14/10/2022,15:48
2244,30.8,42.8,14/10/2022,15:48
2245,30.8,42.8,14/10/2022,15:48
2246,30.8,42.6,14/10/2022,15:48
2247,30.9,42.7,14/10/2022,15:49
2248,30.7,42.3,14/10/2022,15:49
2249,30.7,42.4,14/10/2022,15:49
2250,30.7,42.5,14/10/2022,15:49
2251,30.7,42.5,14/10/2022,15:49
2252,30.7,43.0,14/10/2022,15:49
2253,30.5,42.5,14/10/2022,15:49
2254,30.6,42.6,14/10/2022,15:49
2255,30.6,42.8,14/10/2022,15:49
2256,30.6,42.9,14/10/2022,15:49
2257,30.5,42.9,14/10/2022,15:50
2258,30.6,42.7,14/10/2022,15:50
2259,30.6,42.8,14/10/2022,15:50
2260,30.5,42.8,14/10/2022,15:50
2261,30.6,43.0,14/10/2022,15:50
2262,30.7,43.2,14/10/2022,15:50
2263,30.7,42.9,14/10/2022,15:50
2264,30.8,43.0,14/10/2022,15:50
2265,30.8,43.0,14/10/2022,15:50
2266,30.6,42.9,14/10/2022,15:50
2267,30.6,42.6,14/10/2022,15:51
2268,30.5,42.5,14/10/2022,15:51
2269,30.5,42.6,14/10/2022,15:51
2270,30.5,42.7,14/10/2022,15:51
2271,30.4,42.9,14/10/2022,15:51
2272,30.4,43.1,14/10/2022,15:51
2273,30.3,43.1,14/10/2022,15:51
2274,30.3,43.2,14/10/2022,15:51
2275,30.3,43.3,14/10/2022,15:51
2276,30.1,43.2,14/10/2022,15:51
2277,30.2,43.4,14/10/2022,15:52
2278,30.1,43.3,14/10/2022,15:52
2279,30.1,43.6,14/10/2022,15:52
2280,30.2,43.7,14/10/2022,15:52
2281,30.2,43.5,14/10/2022,15:52
2282,30.2,43.5,14/10/2022,15:52
2283,30.4,44.1,14/10/2022,15:52
2284,30.3,43.7,14/10/2022,15:52
2285,30.4,43.7,14/10/2022,15:52
2286,30.4,43.5,14/10/2022,15:52
2287,30.5,44.0,14/10/2022,15:53
2288,30.6,44.6,14/10/2022,15:53
2289,30.6,43.8,14/10/2022,15:53
2290,30.6,43.4,14/10/2022,15:53
2291,30.7,43.5,14/10/2022,15:53
2292,30.7,42.9,14/10/2022,15:53
2293,30.7,42.6,14/10/2022,15:53
2294,30.7,42.9,14/10/2022,15:53
2295,30.8,42.9,14/10/2022,15:53
2296,30.9,43.0,14/10/2022,15:53
2297,31.0,42.7,14/10/2022,15:54
2298,30.9,42.4,14/10/2022,15:54
2299,30.9,42.4,14/10/2022,15:54
2300,31.0,42.6,14/10/2022,15:54
2301,31.1,42.9,14/10/2022,15:54
2302,31.1,42.6,14/10/2022,15:54
2303,31.2,42.9,14/10/2022,15:54
2304,31.2,42.4,14/10/2022,15:54
2305,31.0,41.9,14/10/2022,15:54
2306,30.9,42.2,14/10/2022,15:54
2307,30.7,41.9,14/10/2022,15:55
2308,30.5,41.9,14/10/2022,15:55
2309,30.5,42.1,14/10/2022,15:55
2310,30.4,42.4,14/10/2022,15:55
2311,30.4,42.5,14/10/2022,15:55
2312,30.4,42.7,14/10/2022,15:55
2313,30.5,42.9,14/10/2022,15:55
2314,30.6,42.9,14/10/2022,15:55
2315,30.6,42.8,14/10/2022,15:55
2316,30.6,42.5,14/10/2022,15:55
2317,30.7,42.5,14/10/2022,15:56
2318,30.8,42.9,14/10/2022,15:56
2319,30.8,42.6,14/10/2022,15:56
2320,30.8,42.4,14/10/2022,15:56
2321,30.8,42.4,14/10/2022,15:56
2322,30.8,42.5,14/10/2022,15:56
2323,30.8,42.9,14/10/2022,15:56
2324,30.7,42.5,14/10/2022,15:56
2325,30.7,42.6,14/10/2022,15:56
2326,30.6,42.2,14/10/2022,15:56
2327,30.7,42.5,14/10/2022,15:57
2328,30.7,42.8,14/10/2022,15:57
2329,30.8,42.9,14/10/2022,15:57
2330,30.9,42.6,14/10/2022,15:57
2331,30.8,42.4,14/10/2022,15:57
2332,30.8,42.3,14/10/2022,15:57
2333,30.8,42.3,14/10/2022,15:57
2334,30.9,42.6,14/10/2022,15:57
2335,30.8,42.4,14/10/2022,15:57
2336,30.9,42.5,14/10/2022,15:57
2337,30.9,42.7,14/10/2022,15:58
2338,31.0,42.8,14/10/2022,15:58
2339,30.9,42.4,14/10/2022,15:58
2340,30.9,42.4,14/10/2022,15:58
2341,31.0,42.4,14/10/2022,15:58
2342,31.0,42.6,14/10/2022,15:58
2343,31.0,42.9,14/10/2022,15:58
2344,30.9,42.3,14/10/2022,15:58
2345,30.7,41.7,14/10/2022,15:58
2346,30.6,41.9,14/10/2022,15:58
2347,30.5,41.8,14/10/2022,15:59
2348,30.5,42.0,14/10/2022,15:59
2349,30.5,42.4,14/10/2022,15:59
2350,30.5,42.3,14/10/2022,15:59
2351,30.4,42.2,14/10/2022,15:59
2352,30.4,42.2,14/10/2022,15:59
2353,30.3,42.2,14/10/2022,15:59
2354,30.1,41.9,14/10/2022,15:59
2355,30.1,42.2,14/10/2022,15:59
2356,30.0,42.3,14/10/2022,15:59
2357,29.9,42.6,14/10/2022,16:0
2358,29.9,42.7,14/10/2022,16:0
2359,29.8,42.9,14/10/2022,16:0
2360,29.7,42.9,14/10/2022,16:0
2361,29.7,43.1,14/10/2022,16:0
2362,29.7,43.2,14/10/2022,16:0
2363,29.8,43.2,14/10/2022,16:0
2364,29.8,43.3,14/10/2022,16:0
2365,29.8,43.3,14/10/2022,16:0
2366,29.8,43.3,14/10/2022,16:0
2367,29.8,43.6,14/10/2022,16:1
2368,29.8,43.4,14/10/2022,16:1
2369,29.8,43.4,14/10/2022,16:1
2370,29.8,43.3,14/10/2022,16:1
2371,29.9,43.3,14/10/2022,16:1
2372,30.0,43.5,14/10/2022,16:1
2373,30.0,43.5,14/10/2022,16:1
2374,30.0,43.7,14/10/2022,16:1
2375,30.1,44.0,14/10/2022,16:1
2376,30.1,43.7,14/10/2022,16:1
2377,30.2,43.9,14/10/2022,16:2
2378,30.1,43.0,14/10/2022,16:2
2379,30.2,43.5,14/10/2022,16:2
2380,30.1,43.1,14/10/2022,16:2
2381,30.1,43.2,14/10/2022,16:2
2382,30.1,43.0,14/10/2022,16:2
2383,30.1,43.1,14/10/2022,16:2
2384,30.1,43.2,14/10/2022,16:2
2385,30.2,43.5,14/10/2022,16:2
2386,30.3,43.8,14/10/2022,16:2
2387,30.2,43.3,14/10/2022,16:3
2388,30.2,43.2,14/10/2022,16:3
2389,30.1,43.0,14/10/2022,16:3
2390,30.0,42.8,14/10/2022,16:3
2391,30.0,42.9,14/10/2022,16:3
2392,30.0,43.2,14/10/2022,16:3
2393,30.0,43.3,14/10/2022,16:3
2394,30.0,43.2,14/10/2022,16:3
2395,30.0,43.6,14/10/2022,16:3
2396,30.0,43.6,14/10/2022,16:3
2397,30.0,43.6,14/10/2022,16:4
2398,29.9,43.5,14/10/2022,16:4
2399,29.9,43.6,14/10/2022,16:4
2400,29.8,43.3,14/10/2022,16:4
2401,29.8,43.4,14/10/2022,16:4
2402,29.7,43.2,14/10/2022,16:4
2403,29.7,43.4,14/10/2022,16:4
2404,29.7,43.8,14/10/2022,16:4
2405,29.8,44.0,14/10/2022,16:4
2406,29.9,43.9,14/10/2022,16:4
2407,29.9,43.9,14/10/2022,16:5
2408,29.9,43.6,14/10/2022,16:5
2409,29.9,43.8,14/10/2022,16:5
2410,29.9,43.6,14/10/2022,16:5
2411,29.9,43.6,14/10/2022,16:5
2412,29.8,43.4,14/10/2022,16:5
2413,29.9,43.5,14/10/2022,16:5
2414,29.8,43.3,14/10/2022,16:5
2415,29.8,43.6,14/10/2022,16:5
2416,29.8,43.4,14/10/2022,16:5
2417,29.7,43.3,14/10/2022,16:6
2418,29.6,43.3,14/10/2022,16:6
2419,29.7,43.7,14/10/2022,16:6
2420,29.7,43.7,14/10/2022,16:6
2421,29.7,43.7,14/10/2022,16:6
2422,29.8,43.8,14/10/2022,16:6
2423,29.8,43.6,14/10/2022,16:6
2424,29.8,43.8,14/10/2022,16:6
2425,29.8,43.6,14/10/2022,16:6
2426,29.8,43.5,14/10/2022,16:6
2427,29.9,43.9,14/10/2022,16:7
2428,29.9,43.6,14/10/2022,16:7
2429,29.8,43.4,14/10/2022,16:7
2430,29.9,43.7,14/10/2022,16:7
2431,30.0,43.8,14/10/2022,16:7
2432,30.0,44.0,14/10/2022,16:7
2433,30.0,43.4,14/10/2022,16:7
2434,29.9,43.2,14/10/2022,16:7
2435,29.9,43.2,14/10/2022,16:7
2436,29.9,43.2,14/10/2022,16:7
2437,29.9,43.2,14/10/2022,16:8
2438,29.9,43.3,14/10/2022,16:8
2439,30.0,43.9,14/10/2022,16:8
2440,29.9,43.6,14/10/2022,16:8
2441,29.8,43.6,14/10/2022,16:8
2442,29.9,43.8,14/10/2022,16:8
2443,29.8,43.5,14/10/2022,16:8
2444,29.9,43.6,14/10/2022,16:8
2445,29.9,43.6,14/10/2022,16:8
2446,30.0,44.1,14/10/2022,16:8
2447,30.0,44.5,14/10/2022,16:9
2448,30.1,44.7,14/10/2022,16:9
2449,30.1,43.8,14/10/2022,16:9
2450,30.2,43.6,14/10/2022,16:9
2451,30.2,44.1,14/10/2022,16:9
2452,30.2,43.6,14/10/2022,16:9
2453,30.3,43.6,14/10/2022,16:9
2454,30.3,43.4,14/10/2022,16:9
2455,30.4,43.3,14/10/2022,16:9
2456,30.4,43.1,14/10/2022,16:9
2457,30.5,43.6,14/10/2022,16:10
2458,30.5,43.2,14/10/2022,16:10
2459,30.6,43.2,14/10/2022,16:10
2460,30.7,42.7,14/10/2022,16:10
2461,30.7,42.4,14/10/2022,16:10
2462,30.7,42.6,14/10/2022,16:10
2463,30.7,42.5,14/10/2022,16:10
2464,30.7,42.3,14/10/2022,16:10
2465,30.7,42.2,14/10/2022,16:10
2466,30.8,42.2,14/10/2022,16:10
2467,30.7,41.9,14/10/2022,16:11
2468,30.7,42.1,14/10/2022,16:11
2469,30.6,42.0,14/10/2022,16:11
2470,30.5,42.3,14/10/2022,16:11
2471,30.6,42.4,14/10/2022,16:11
2472,30.5,42.5,14/10/2022,16:11
2473,30.3,42.1,14/10/2022,16:11
2474,30.3,42.2,14/10/2022,16:11
2475,30.2,42.3,14/10/2022,16:11
2476,30.2,42.6,14/10/2022,16:11
2477,30.1,42.9,14/10/2022,16:12
2478,30.0,42.7,14/10/2022,16:12
2479,29.9,42.6,14/10/2022,16:12
2480,29.9,42.8,14/10/2022,16:12
2481,30.0,43.0,14/10/2022,16:12
2482,29.9,43.1,14/10/2022,16:12
2483,29.8,43.0,14/10/2022,16:12
2484,29.9,43.0,14/10/2022,16:12
2485,29.9,43.0,14/10/2022,16:12
2486,29.9,43.1,14/10/2022,16:12
2487,29.9,43.3,14/10/2022,16:13
2488,29.9,43.1,14/10/2022,16:13
2489,29.9,43.2,14/10/2022,16:13
2490,29.9,42.7,14/10/2022,16:13
2491,29.8,42.6,14/10/2022,16:13
2492,29.7,42.8,14/10/2022,16:13
2493,29.7,42.9,14/10/2022,16:13
2494,29.7,42.9,14/10/2022,16:13
2495,29.7,43.0,14/10/2022,16:13
2496,29.7,43.2,14/10/2022,16:13
2497,29.7,43.3,14/10/2022,16:14
2498,29.6,43.4,14/10/2022,16:14
2499,29.7,43.4,14/10/2022,16:14
2500,29.7,43.5,14/10/2022,16:14
2501,29.8,43.8,14/10/2022,16:14
2502,29.8,43.6,14/10/2022,16:14
2503,29.8,43.5,14/10/2022,16:14
2504,29.8,43.5,14/10/2022,16:14
2505,29.7,43.2,14/10/2022,16:14
2506,29.7,43.4,14/10/2022,16:14
2507,29.5,43.3,14/10/2022,16:15
2508,29.5,43.5,14/10/2022,16:15
2509,29.5,43.7,14/10/2022,16:15
2510,29.5,44.0,14/10/2022,16:15
2511,29.6,43.9,14/10/2022,16:15
2512,29.7,44.0,14/10/2022,16:15
2513,29.7,43.8,14/10/2022,16:15
2514,29.7,43.7,14/10/2022,16:15
2515,29.7,44.0,14/10/2022,16:15
2516,29.7,43.8,14/10/2022,16:15
2517,29.8,43.7,14/10/2022,16:16
2518,29.9,44.0,14/10/2022,16:16
2519,29.7,43.5,14/10/2022,16:16
2520,29.8,43.5,14/10/2022,16:16
2521,29.7,43.3,14/10/2022,16:16
2522,29.7,43.5,14/10/2022,16:16
2523,29.7,43.6,14/10/2022,16:16
2524,29.7,43.8,14/10/2022,16:16
2525,29.8,44.2,14/10/2022,16:16
2526,29.8,43.8,14/10/2022,16:16
2527,29.9,43.9,14/10/2022,16:17
2528,29.9,44.1,14/10/2022,16:17
2529,30.0,44.5,14/10/2022,16:17
2530,29.9,44.0,14/10/2022,16:17
2531,30.0,43.9,14/10/2022,16:17
2532,29.9,43.9,14/10/2022,16:17
2533,29.9,43.8,14/10/2022,16:17
2534,29.9,43.6,14/10/2022,16:17
2535,29.8,43.9,14/10/2022,16:17
2536,29.8,43.8,14/10/2022,16:17
2537,29.7,43.9,14/10/2022,16:18
2538,29.6,43.8,14/10/2022,16:18
2539,29.6,43.9,14/10/2022,16:18
2540,29.6,44.1,14/10/2022,16:18
2541,29.6,44.2,14/10/2022,16:18
2542,29.7,44.2,14/10/2022,16:18
2543,29.7,44.2,14/10/2022,16:18
2544,29.7,44.2,14/10/2022,16:18
2545,29.7,44.3,14/10/2022,16:18
2546,29.8,44.8,14/10/2022,16:18
2547,29.8,45.0,14/10/2022,16:19
2548,29.9,44.6,14/10/2022,16:19
2549,30.0,44.7,14/10/2022,16:19
2550,30.0,45.3,14/10/2022,16:19
2551,30.0,44.0,14/10/2022,16:19
2552,29.9,43.8,14/10/2022,16:19
2553,29.8,43.7,14/10/2022,16:19
2554,29.8,43.8,14/10/2022,16:19
2555,29.8,43.8,14/10/2022,16:19
2556,29.8,43.9,14/10/2022,16:19
2557,29.9,44.1,14/10/2022,16:20
2558,29.9,43.9,14/10/2022,16:20
2559,29.9,43.9,14/10/2022,16:20
2560,29.9,43.9,14/10/2022,16:20
2561,29.9,44.0,14/10/2022,16:20
2562,29.8,43.5,14/10/2022,16:20
2563,29.8,43.6,14/10/2022,16:20
2564,29.7,43.6,14/10/2022,16:20
2565,29.7,43.9,14/10/2022,16:20
2566,29.6,43.9,14/10/2022,16:20
2567,29.6,43.9,14/10/2022,16:21
2568,29.6,44.2,14/10/2022,16:21
2569,29.6,44.3,14/10/2022,16:21
2570,29.6,44.4,14/10/2022,16:21
2571,29.6,44.1,14/10/2022,16:21
2572,29.6,44.2,14/10/2022,16:21
2573,29.7,44.2,14/10/2022,16:21
2574,29.7,44.4,14/10/2022,16:21
2575,29.6,44.2,14/10/2022,16:21
2576,29.6,44.3,14/10/2022,16:21
2577,29.5,43.8,14/10/2022,16:22
2578,29.4,44.0,14/10/2022,16:22
2579,29.3,44.3,14/10/2022,16:22
2580,29.3,44.6,14/10/2022,16:22
2581,29.3,44.7,14/10/2022,16:22
2582,29.3,44.6,14/10/2022,16:22
