,Year,Month,Day,Hour,Minute,GHI,Cloud Type,Surface Albedo
872,2020,2,6,8,0,353,0,0.16
873,2020,2,6,9,0,603,0,0.16
874,2020,2,6,10,0,809,0,0.16
875,2020,2,6,11,0,955,0,0.16
876,2020,2,6,12,0,1021,0,0.16
877,2020,2,6,13,0,996,0,0.16
878,2020,2,6,14,0,884,3,0.16
879,2020,2,6,15,0,731,0,0.16
880,2020,2,6,16,0,509,0,0.16
881,2020,2,6,17,0,258,0,0.16
882,2020,2,6,18,0,36,1,0.16
895,2020,2,7,7,0,91,0,0.16
896,2020,2,7,8,0,323,0,0.16
897,2020,2,7,9,0,560,0,0.16
898,2020,2,7,10,0,762,0,0.16
899,2020,2,7,11,0,894,0,0.16
900,2020,2,7,12,0,952,1,0.16
901,2020,2,7,13,0,682,3,0.16
902,2020,2,7,14,0,835,0,0.16
903,2020,2,7,15,0,558,3,0.16
904,2020,2,7,16,0,373,3,0.16
905,2020,2,7,17,0,225,0,0.16
906,2020,2,7,18,0,22,0,0.16
919,2020,2,8,7,0,90,1,0.16
920,2020,2,8,8,0,327,1,0.16
921,2020,2,8,9,0,566,1,0.16
922,2020,2,8,10,0,763,0,0.16
923,2020,2,8,11,0,698,3,0.16
924,2020,2,8,12,0,444,4,0.16
925,2020,2,8,13,0,713,3,0.16
926,2020,2,8,14,0,848,0,0.16
927,2020,2,8,15,0,684,1,0.16
928,2020,2,8,16,0,165,7,0.16
929,2020,2,8,17,0,38,8,0.16
930,2020,2,8,18,0,13,4,0.16
943,2020,2,9,7,0,93,1,0.16
944,2020,2,9,8,0,161,3,0.16
945,2020,2,9,9,0,570,0,0.16
946,2020,2,9,10,0,562,3,0.16
947,2020,2,9,11,0,679,3,0.16
948,2020,2,9,12,0,942,3,0.16
949,2020,2,9,13,0,928,1,0.16
950,2020,2,9,14,0,412,3,0.16
951,2020,2,9,15,0,673,1,0.16
952,2020,2,9,16,0,165,3,0.16
953,2020,2,9,17,0,113,4,0.16
954,2020,2,9,18,0,20,3,0.16
967,2020,2,10,7,0,90,1,0.16
968,2020,2,10,8,0,179,3,0.16
969,2020,2,10,9,0,560,0,0.16
970,2020,2,10,10,0,775,0,0.16
971,2020,2,10,11,0,711,3,0.16
972,2020,2,10,12,0,984,1,0.16
973,2020,2,10,13,0,972,0,0.16
974,2020,2,10,14,0,878,0,0.16
975,2020,2,10,15,0,719,0,0.16
976,2020,2,10,16,0,502,0,0.16
977,2020,2,10,17,0,257,0,0.16
978,2020,2,10,18,0,37,0,0.16
991,2020,2,11,7,0,104,0,0.16
992,2020,2,11,8,0,356,0,0.16
993,2020,2,11,9,0,604,0,0.16
994,2020,2,11,10,0,809,0,0.16
995,2020,2,11,11,0,953,0,0.16
996,2020,2,11,12,0,1017,0,0.16
997,2020,2,11,13,0,994,0,0.16
998,2020,2,11,14,0,897,0,0.16
999,2020,2,11,15,0,724,3,0.16
1000,2020,2,11,16,0,500,0,0.16
1001,2020,2,11,17,0,249,0,0.16
1002,2020,2,11,18,0,32,0,0.16
1015,2020,2,12,7,0,96,0,0.16
1016,2020,2,12,8,0,339,0,0.16
1017,2020,2,12,9,0,585,0,0.16
1018,2020,2,12,10,0,788,0,0.16
1019,2020,2,12,11,0,927,0,0.16
1020,2020,2,12,12,0,990,0,0.16
1021,2020,2,12,13,0,982,0,0.16
1022,2020,2,12,14,0,883,1,0.16
1023,2020,2,12,15,0,715,0,0.16
1024,2020,2,12,16,0,494,0,0.16
1025,2020,2,12,17,0,247,1,0.16
1026,2020,2,12,18,0,22,3,0.16
1039,2020,2,13,7,0,91,1,0.16
1040,2020,2,13,8,0,208,3,0.16
1041,2020,2,13,9,0,570,0,0.16
1042,2020,2,13,10,0,773,0,0.16
1043,2020,2,13,11,0,906,0,0.16
1044,2020,2,13,12,0,965,0,0.16
1045,2020,2,13,13,0,950,0,0.16
1046,2020,2,13,14,0,683,3,0.16
1047,2020,2,13,15,0,685,0,0.16
1048,2020,2,13,16,0,345,7,0.16
1049,2020,2,13,17,0,148,3,0.16
1050,2020,2,13,18,0,27,1,0.16
1063,2020,2,14,7,0,84,1,0.17
1064,2020,2,14,8,0,206,3,0.17
1065,2020,2,14,9,0,558,0,0.17
1066,2020,2,14,10,0,753,0,0.17
1067,2020,2,14,11,0,896,0,0.17
1068,2020,2,14,12,0,963,0,0.17
1069,2020,2,14,13,0,947,0,0.17
1070,2020,2,14,14,0,681,3,0.17
1071,2020,2,14,15,0,693,0,0.17
1072,2020,2,14,16,0,344,7,0.17
1073,2020,2,14,17,0,148,3,0.17
1074,2020,2,14,18,0,29,1,0.17
1087,2020,2,15,7,0,99,0,0.17
1088,2020,2,15,8,0,149,3,0.17
1089,2020,2,15,9,0,583,0,0.17
1090,2020,2,15,10,0,774,0,0.17
1091,2020,2,15,11,0,914,0,0.17
1092,2020,2,15,12,0,976,1,0.17
1093,2020,2,15,13,0,960,0,0.17
1094,2020,2,15,14,0,855,3,0.17
1095,2020,2,15,15,0,680,3,0.17
1096,2020,2,15,16,0,476,0,0.17
1097,2020,2,15,17,0,237,7,0.17
1098,2020,2,15,18,0,16,4,0.17
1111,2020,2,16,7,0,101,0,0.16
1112,2020,2,16,8,0,149,3,0.16
1113,2020,2,16,9,0,452,3,0.16
1114,2020,2,16,10,0,795,0,0.16
1115,2020,2,16,11,0,935,0,0.16
1116,2020,2,16,12,0,999,0,0.16
1117,2020,2,16,13,0,976,0,0.16
1118,2020,2,16,14,0,882,0,0.16
1119,2020,2,16,15,0,718,1,0.16
1120,2020,2,16,16,0,497,0,0.16
1121,2020,2,16,17,0,250,0,0.16
1122,2020,2,16,18,0,33,0,0.16
1135,2020,2,17,7,0,101,0,0.16
1136,2020,2,17,8,0,344,0,0.16
1137,2020,2,17,9,0,585,0,0.16
1138,2020,2,17,10,0,780,0,0.16
1139,2020,2,17,11,0,919,0,0.16
1140,2020,2,17,12,0,983,0,0.16
1141,2020,2,17,13,0,975,0,0.16
1142,2020,2,17,14,0,879,0,0.16
1143,2020,2,17,15,0,359,3,0.16
1144,2020,2,17,16,0,497,0,0.16
1145,2020,2,17,17,0,250,0,0.16
1146,2020,2,17,18,0,33,0,0.16
1159,2020,2,18,7,0,100,0,0.16
1160,2020,2,18,8,0,269,7,0.16
1161,2020,2,18,9,0,482,7,0.16
1162,2020,2,18,10,0,622,7,0.16
1163,2020,2,18,11,0,759,7,0.16
1164,2020,2,18,12,0,949,7,0.16
1165,2020,2,18,13,0,981,0,0.16
1166,2020,2,18,14,0,879,0,0.16
1167,2020,2,18,15,0,454,7,0.16
1168,2020,2,18,16,0,485,0,0.16
1169,2020,2,18,17,0,240,0,0.16
1170,2020,2,18,18,0,27,1,0.16
1183,2020,2,19,7,0,94,0,0.16
1184,2020,2,19,8,0,218,3,0.16
1185,2020,2,19,9,0,281,6,0.16
1186,2020,2,19,10,0,603,7,0.16
1187,2020,2,19,11,0,728,7,0.16
1188,2020,2,19,12,0,629,8,0.16
1189,2020,2,19,13,0,662,7,0.16
1190,2020,2,19,14,0,328,6,0.16
1191,2020,2,19,15,0,419,3,0.16
1192,2020,2,19,16,0,242,3,0.16
1193,2020,2,19,17,0,50,4,0.16
1194,2020,2,19,18,0,13,3,0.16
1207,2020,2,20,7,0,19,6,0.16
1208,2020,2,20,8,0,156,7,0.16
1209,2020,2,20,9,0,181,7,0.16
1210,2020,2,20,10,0,529,7,0.16
1211,2020,2,20,11,0,879,7,0.16
1212,2020,2,20,12,0,911,7,0.16
1213,2020,2,20,13,0,261,6,0.16
1214,2020,2,20,14,0,316,6,0.16
1215,2020,2,20,15,0,221,6,0.16
1216,2020,2,20,16,0,120,6,0.16
1217,2020,2,20,17,0,24,8,0.16
1218,2020,2,20,18,0,12,4,0.16
1231,2020,2,21,7,0,45,7,0.16
1232,2020,2,21,8,0,14,6,0.16
1233,2020,2,21,9,0,208,8,0.16
1234,2020,2,21,10,0,218,6,0.16
1235,2020,2,21,11,0,190,6,0.16
1236,2020,2,21,12,0,711,7,0.16
1237,2020,2,21,13,0,707,4,0.16
1238,2020,2,21,14,0,649,7,0.16
1239,2020,2,21,15,0,674,7,0.16
1240,2020,2,21,16,0,320,3,0.16
1241,2020,2,21,17,0,5,8,0.16
1242,2020,2,21,18,0,16,4,0.16
1255,2020,2,22,7,0,54,4,0.16
1256,2020,2,22,8,0,12,8,0.16
1257,2020,2,22,9,0,131,8,0.16
1258,2020,2,22,10,0,413,4,0.16
1259,2020,2,22,11,0,711,7,0.16
1260,2020,2,22,12,0,594,7,0.16
1261,2020,2,22,13,0,546,6,0.16
1262,2020,2,22,14,0,216,6,0.16
1263,2020,2,22,15,0,192,6,0.16
